URL (For Author or Uniform title) or URI,LC # / VIAF URI,LC NAME/TITLE or VIAF AUTHOR NAME,OLD AUTHOR NAME,LS AUTHOR NAME,PHI AUTHOR NAME,OLD AUTHOR NAME ABBREVIATION,LS AUTHOR NAME ABBREVIATION,A&G AUTHOR NAME ABBREVIATION,WORK TITLE,OLD ABBREVIATED TITLE,LS ABBREVIATED TITLE,A&G ABBREVIATED TITLE,OLD STANDARD EDITION,WE OWN?,TLL Standard Edition,WE OWN?,LS STANDARD EDITION,WE OWN?,PHI#,STOA#,PERSEUS HAS THIS WORK,Other identifier,NOTE,URL
http://errol.oclc.org/laf/n80-2958.html,n80-2958,"Cyprian, Saint, Bishop of Carthage",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Sententiae Episcoporum /Concilium Carthaginense ,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104a-stoa013,no,,,
http://errol.oclc.org/laf/n80-2958.html,n80-2958,"Cyprian, Saint, Bishop of Carthage",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Testimoniorum Libri Tres adversus Judaeos  (Ad Quirinum),none,Cypr. adv. Jud. / Cypr. Testim.,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104a-stoa014,no,,,
http://errol.oclc.org/laf/n80-2958.html,n80-2958,"Cyprian, Saint, Bishop of Carthage",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Liber de Oratione Dominica,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104a-stoa015,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,none,none,none,Cypr.,none,Ad Novatianum,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa001,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,none,none,none,Cypr.,none,Ad Vigilium de Iudaica Incredulitate,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa002,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,none,none,none,Cypr.,none,Carmina,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa003,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,"Coena, Cypriano falso adscripta.",none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa004,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De Disciplina et bono pudicitiae,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa005,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De duplici Martyrio.,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa006,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De Laude Martyrii,none,Cypr. Laud. Mart.,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa007,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,"De montibus Sina et Sion, adversus Judaeos.",none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa008,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De Pascha computus.,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa009,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,none,none,none,Cypr.,none,De Rebaptismate,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa010,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De Singularitate clericorum ,none,Cypr. Sing. Cler.,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa011,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De revelatione capitis beati Johannis Baptistae tractatus.,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa012,,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De Spectaculis Liber,none,Cypr. de Spectac.,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa013,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,De XII Abusionibus saeculi  / De Duodecim Abusionibus Saeculi Tractatus [Adscriptus],none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa014,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Ejusdem oratio quam sub die passionis suae dixit / Oratio Antiocheni Quam Sub Die Passionis Suae Dixit [Incerta],none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa015,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,none,none,none,Cypr.,none,Epistulae,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa016,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Exhortatio ad Poenitentiam   ,none,none,none,none,n.a.,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa017,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Liber de Aleatoribus.,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa018,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Oratio Cypriani Antiocheni pro martyribus.,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa019,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,"Tractatus adversus Judaeos qui insecuti sunt Dominum nostrum Jesum Christum, incerto auctore.",none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa020,no,,,
http://id.loc.gov/authorities/names/n00050675,n00-50675,"Pseudo-Cyprian, active 3rd century",none,Thascius Caecilius Cyprianus,none,none,Cypr.,none,Ad Quendam Senatoren,none,none,none,none,n.a,"Hartel, Corp. Vind III",no-need to obtain,"Wurz. (Hartel?, Balaze-Maran?, Goldhorn?)",yes-IA has scanned,none,stoa0104p-stoa021,no,,,
http://id.loc.gov/authorities/names/nr96043773,nr96-043773,"Cyprianus Gallus, active 5th century",none,none,none,none,none,none,Heptateuchos,none,none,none,none,n.a.,Corp. Vind XXIII,no-need to obtain,n.a.,n.a.,none,stoa0104c-stoa001,yes,,,
none,none,none,D. Iunius Brutus Albinus ,none,none,D. BRUT.,none,none,Epistulae,D. BRUT. Fam. II. 26 ,none,none,Purser OCT 1901,yes,,,none,n.a.,474.56,stoa0087-stoa026,yes,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Epigrammata,none,none,none,none,n.a.,Ihm 1895,yes-IA has scanned,none,n.a.,none,stoa105-stoa001,no,,This ID is for Epigrammata/same as the Carmina here?,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Addenda,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa002,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Carmina Inedita,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa003,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Carmina Vol 1,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa004,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Carmina Vol 2,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa005,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,De Explanatione Fidei,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa006,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Diatribae Duae,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa007,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Epistolae,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa008,no,,,
http://id.loc.gov/authorities/names/n85257304,n85-257304,"Damasus I, Pope, 305-384",none,none,none,none,none,none,Opera Apocrypha,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0105-stoa009,no,,,
ttp://viaf.org/viaf/97105654,97105654,"Dante Alighieri, 1265-1321",none,none,none,none,none,none,Ecloga,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0106-stoa002,yes,,,
ttp://viaf.org/viaf/97105654,97105654,"Dante Alighieri, 1265-1321",none,none,none,none,none,none,Monarchia,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0106-stoa004,yes,,,
http://errol.oclc.org/laf/n83-33840.html,none,Dares Phrygius,none,none(not in list),none,none,Dares Phryg. / Dar. Phryg. / Dares von Phr,none,De excidio Troiae historia,none,none,none,none,n.a.,Meister 1873,yes-IA has scanned,Meister,yes--IA has scanned,none,stoa0107-stoa001,yes,,,
http://viaf.org/viaf/55085501/,55085501,"Decimator, Heinrich 1544-1615",none,none,none,none,none,none,Poems,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0107a-stoa001,yes,,Part of Midaeval Latin,
http://viaf.org/viaf/305392586,305392586,Deculo,none,none,none,none,none,none,Fragmenta,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0107b-stoa001,yes,,This author is mentioned only by Pliny and has been found in no reference sources at all.,
http://viaf.org/viaf/20019638,20019638,"Dexter, Flavius Lucius",none,none,none,none,none,none,Apologeticus Contra Recentes Impugnatorem,none,none,none,none,n.a.,none,n.a.,Migne 31,n.a.,none,stoa0107c-stoa001,yes,,,
http://viaf.org/viaf/20019638,20019638,"Dexter, Flavius Lucius",none,none,none,none,none,none,Chronicon Omnimodae Historiae,none,none,none,none,n.a.,none,n.a.,Migne 31,n.a.,none,stoa0107c-stoa002,yes,,,
http://viaf.org/viaf/20019638,20019638,"Dexter, Flavius Lucius",none,none,none,none,none,none,Chronicum [Apologia Ad Lectorem],none,none,none,none,n.a.,none,n.a.,Migne 31,n.a.,none,stoa0107c-stoa003,yes,,,
http://viaf.org/viaf/20019638,20019638,"Dexter, Flavius Lucius",none,none,none,none,none,none,In Prophetiam Danielis De Quattuor Animalibus,none,none,none,none,n.a.,none,n.a.,Migne 31,n.a.,none,stoa0107c-stoa004,yes,,,
http://errol.oclc.org/laf/n87-114665.html,n87-114665,"Dictys, Cretensis",none,Dictyos Cretensis,none,none,Dict. Cret.,none,Interpres Dictyos Cretensis,none,Dict. Cret.,none,none,n.a.,Meister 1872,yes-IA has scanned,Meister,yes--IA has scanned,none,stoa0108a-stoa001,yes,,,
http://errol.oclc.org/laf/n84-208759.html http://errol.oclc.org/laf/n2007-39034.html,"n84-208759, n2007-39034 (for Dirae)",Appendix Vergilana. Dirae.,none,Valerius Cato (http://orlabs.oclc.org/viaf/DNB|119499185),Appendix Vergiliana,Dirae ,Val. Cato.,none,Dirae,Dirae 103 ,Val. Cato Dir. / Dir. / Verg. Dir.,none,Ellis OCT 1907,yes-later edition,Ribbeck 1895,no-need to obtain,Rib.,yes-we are having scanned,692.1,stoa0297-stoa008,yes,,,
http://errol.oclc.org/laf/nr97-126.html,nr97-126,"Diomedes, grammarian, 4th cent.",none,Diomedes,none,none,Diom.,none,Ars grammatica,none,Diom.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0108b-stoa001,yes,,Created a STOA identifer for this work,
http://errol.oclc.org/laf/n90-698934.html,n90-698934,"Cato, Dionysius",none,Dionysius Cato,none,none,Dion. Cato,none,Disticha,none,Dion. Cato,none,none,n.a.,"Baehrens, Poet. Min III",yes,Hauthal 1869,no-need to obtain,none,stoa0080-stoa001,yes,,"Could not determine LS, went with Harper edition",
http://viaf.org/viaf/287805725,287805725,"Dionysius, of Alexandria, Saint, -265",none,none,none,none,none,none,Epistolae II Dionysii Episcopi ad SS Dionysium,none,none,none,none,n.a.,Migne 5,n.a.,none,n.a.,none,stoa0108c-stoa001,yes,,,
http://viaf.org/viaf/63749989/,63749989,"Dionysius, Pope",none,none,none,none,none,none,Epistola I 'Adversus Sabellianos' [Fragmentum],none,none,none,none,n.a.,Migne 5,n.a.,none,n.a.,none,stoa0108d-stoa001,yes,,,
http://viaf.org/viaf/63749989/,63749989,"Dionysius, Pope",none,none,none,none,none,none,Concilium Romanum In Causa Dionysii Alexandrini de Sabellanismo Accustati,none,none,none,none,n.a.,Migne 5,n.a.,none,n.a.,none,stoa0108d-stoa001,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Ad Eugipium Presbyterum,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa001,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Codex Canonum Ecclesiasticorum Sive Codex Canonum Vetus Ecclesiae Romanae,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa002,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Collectio Prima Decretorum Pontificum Romanorum,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa003,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Collectio Secunda Decretorum Prontificum Romanorum,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa004,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,De Inventione Capitis Joannis Baptistae,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa005,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Epistola 'De Ratione Paschae',none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa006,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo Translata,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa007,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Epistolae Duae De Ratione Paschae,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa008,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Gregorii Nysseni De Creatione Hominis Liber [Interprete Dionysio Exiguo],none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa009,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Liber De Pascate Sive Cyclus Paschalis,none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa010,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Procli Constantinopolitani Ad Armenios De Fide Epistola [Interprete Dionysio],none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa011,yes,,,
http://viaf.org/viaf/290513376,290513376,Dionysius Exiguus,none,none,none,none,none,none,Sancti Gregorii Episcopi De Immagine [Translatio],none,none,none,none,none,Migne 67,n.a.,none,n.a.,none,stoa0108f-stoa012,yes,,,
http://errol.oclc.org/laf/n83-204415.html,n83-204415,"Dioscorides Pedanius, of Anazarbos",none,none,none,none,none,none,De Materia Medica. Selections.,none,none,none,none,n.a.,"Auracher-Stadler 1882-1893; Stadler Archiv X, XI and Wellmann, Hermes XXXIII (Graecus Vindobonensis)",no,none,none,none,none,no,0656.001,"This is a Greek work that has many prominent Latin translations including sections of works, have listed TLG identifier here",
http://errol.oclc.org/laf/n83-204415.html,n83-204415,Pseudo-Dioscorides,none,none,none,none,none,none,De Herbis Femininis,none,none,none,none,n.a.,"Kastner, Hermes XXXI",yes-OCA has scanned,none,none,none,none,no,1118x01,"Pseudo-Dioscorides has a TLG identifier of 1118, so created this one for this unknown Latin work",http://archive.org/stream/hermeswies31wies#page/578/mode/2up
http://errol.oclc.org/laf/n87-863220.html,n87-863220,"Dolabella, Publius Cornelius, ca. 80-43 B.C.",P. Cornelius Dolabella ,none,P. Cornelius Dolabella,DOLAB.,none,none,Epistulae? / Oratio,DOLAB. Fam. 9. 9. 3 ,none,none,Purser OCT 1901,yes,Meyer 1842,yes,none,n.a.,"510.2? (For Oratio), 474.56",stoa0087-stoa026,yes,,,
http://errol.oclc.org/laf/n79-77412.html,n79-77412,"Domitian, Emperor of Rome, 51-96",T. Flauius Domitianus ,none,none,DOM.,none,none,Epistulae?,DOM. in Plin. Ep. 10. 58 (66). 6 ,none,none,Schuster T 1952 ,no-not in public domain,,,none,n.a.,1318.1,stoa0233-stoa001,yes,,,
http://viaf.org/viaf/15159780,none,"Domitius Afer, Gnaeus, gest. 59 n. Chr.",Domitius Afer ,none,none,DOM. AF.,none,none,Orationes,DOM. AF. in Quint. Inst. II. 3. 126 ,none,none,Radermacher T 1907-35 ,yes-IA has scnned public domain volume,Meyer 1842,yes,none,n.a.,1002.1,none,yes,,,
http://errol.oclc.org/laf/n81-127417.html,n81-127417,"Marsus, Domitius",Domitius Marsus ,none,Domitius Marsus ,DOM. MARS.,none,none,Carmina,DOM. MARS. poet. 7. 4 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,709.1,none,yes,,,
http://viaf.org/viaf/20069226/,none,Donatianus,none,none,none,n.a.,none,none,Fragmentum,none,none,none,none,none,none,n.a.,none,n.a.,one,stoa0109a-stoa001,no,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Ars Minor (De partibus orationis),none,Donat. Art. Gram.,none,none,n.a.,,,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa001,yes,,"STOA  has only Aelius Donatus (we have these works in Corpus Grammaticorum by Lindemann, Vol 1)",Donat. p. 1747 P
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Commentum Terenti,Don. Ter. Ph. 1055 ,Donat. ad Ter. / Don. ad Ter.   / Don. Ter.,none,Wessner T 1902-5,yes,Rabbow 1897,no,Klotz?,no-need to obtain,none,stoa0110-stoa009,yes,,"We have scanned one of the Wessner volumes--(Donat. ad Ter. And./Donat. ad Ter. Eun,  Donat. Ad Ter. Phorm., etc.)",Had to create a work identifier for this--and broke out individual works within this
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Donati Commentum Adelphorum,none,none,none,Wessner T 1902-5,yes,Rabbow 1897,no,Klotz?,no-need to obtain,none,stoa0110-stoa009a,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Donati Commentum Andria,none,none,none,Wessner T 1902-5,yes,none,na.,none,n.a.,none,stoa0110-stoa009b,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Donati Commentum Eunuchus,none,none,none,Wessner T 1902-5,yes,none,na.,none,n.a.,none,stoa0110-stoa009c,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Donati Commentum Hecyra,none,none,none,Wessner T 1902-5,yes,none,na.,none,n.a.,none,stoa0110-stoa009d,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Donati Commentum Phormionis,none,none,none,Wessner T 1902-5,yes,none,na.,none,n.a.,none,stoa0110-stoa009e,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Commentarii Vergiliani,none,Donat. ad Verg. / Don. ad. Verg.,none,none,n.a.,,,see Virgil?,n.a.,none,stoa0110-stoa002,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De Barbarismo,none,Donat. de Barb.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa003,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De ceteriis vitiis,none,Donat. Art. Gram.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa004,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De Metaplasmo,none,Donat. Art. Gram.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa005,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De Schematibus,none,Donat. Art. Gram.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa006,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De Solecismo,none,Donat. Art. Gram.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa007,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,De Tropis,none,Donat. Art. Gram.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0110-stoa008,yes,,Part of Ars Grammatica,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Excerpta de Comoedia,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0110-stoa011,yes,,,
http://errol.oclc.org/laf/n82-32152.html,n82-32152,"Donatus, Aelius",Aelius Donatus ,Aelius Donatus,none,Don.,Donat. / Don.,none,Vita Terenti,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0110-stoa010,yes,,,
http://viaf.org/viaf/59888289/,n88-115324,"Donatus, Tiberius Claudius",none,"Donatus, Tiberius Claudius",none,none,Donat. / Don.,none,Interpretationes Vergilianae,none,Donat. ad Verg. / Don. ad. Verg.,none,none,n.a,Fabricius 1561; Lucius 1613,no,see Virgil,n.a.,none,stoa0110a-stoa001,yes,,,
