URL (For Author or Uniform title) or URI,LC # / VIAF URI,LC NAME/TITLE or VIAF AUTHOR NAME,OLD AUTHOR NAME,LS AUTHOR NAME,PHI AUTHOR NAME,OLD AUTHOR NAME ABBREVIATION,LS AUTHOR NAME ABBREVIATION,A&G AUTHOR NAME ABBREVIATION,WORK TITLE,OLD ABBREVIATED TITLE,LS ABBREVIATED TITLE,A&G ABBREVIATED TITLE,OLD STANDARD EDITION,WE OWN?,TLL Standard Edition,WE OWN?,LS STANDARD EDITION,WE OWN?,PHI#,STOA#,PERSEUS HAS THIS WORK,Other identifier,NOTE,URL
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Versus Paschales Prosodici (Edyll. I),none,Aus. Edyll. 1 / Aus. Idyll. 1,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa027,yes,,part of domestica,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Technopaegnion (Edyll. XII),none,"Aus. Tech. / Aus. Techn. / Aus. Technop./ Aus. Technopaegn  / Aus. Idyll. 12 / Aus. Edyll. 12 
",none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,"includes subworks: I. Praefatio  II. Ausonius Paulino Suo-- III.  Versus Monosyllabis et Coepti et Finiti itavit fine versus ad Principium Recurrant  -- IV. Praefatio Monosyllabarum Tantum in Fine Positarum -- V. Aemula -VI. De Membris -- VII. De Inconexis- VIII.  De Dis -- VIIII. De Cibis -- X. De Historiis -- XI. De Vere Primo -- XII. Per Interrogationem et Responsionem -- XIII.De Litteris Monosyllabis Graecis at Latinis -- XIIII. Grammaticomastix
        ",Created a STOA identifier for this work
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Litteris Monosyllabis Graecis at Latinis ,none,Aus. Idyll. Lit. Monos.  / Aus. Idyll. de lit. monos / Aus. Idyll. de Litt. Monos. / Aus. Idyll. de Litter. Monos. / Aus. Idyll. In Monosyllab.   / Aus. Idyll. Monosyllap.,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Deis / De Dis,none,Aus. Idyll. de Deis / Aus. Idyll. ap Monos. de Deis / Aus. Idyll. 12 de Deis / Aus. Idyl. 12  de Deis,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Historiis ,none," Aus. Idyll. de Monosyll. Hist. /  Aus. Idyll. Monos. de histt. / Aus. Idyll. de Histor. / Aus. Idyll. de Hist. / Aus. Idyll. Monos. Hist.
",none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Cibis ,none,Aus. Mon. De Cibis / Aus. Monos. de Cibis,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Membris,none,Aus. Idyll. ap. Monos. Membr,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Grammaticomastix,none,Aus. Idyll. Grammat. / Aus. Idyll. in Grammaticom.,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa028,yes,,Part of Technopaegnion ,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,Anonymi Epici et Lyrici,none,Aus. / Auson.,none,Septem Sapientum Sententiae,none,Aus. Sept. Sap. / Aus. Sept. Sap. De Solon / Aus. Sept. Sap. de Cleob. / Aus. Sept. Sap. De Thal.,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,9500.27,none,yes,,"The texts I have used this PHI for does not match the short PHI snippet that matches the ID, but it has been used consistently",
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Rosis Nascentibus (Edyll XIIII),none,Aus. Idyll. 14,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,692.14,stoa0297-stoa007,yes,,,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Nomina Musarum (Edyll XX),none,Aus. Idyll. 20,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa029,yes,,Part of Carmina Varia,
http://errol.oclc.org/laf/n80-128611.html,n80-128611,"Ausonius, Decimus Magnus",none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Italorum S. XV Epigrammata,none,none,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa030,yes,,,
none,none,none,none,none,none,none,none,none,Avellana Collectio,none,none,none,none,n.a.,"Gunter, Corp. Vind. XXXV",yes,none,n.a.,none,stoa0045a-stoa001,no,,,
http://viaf.org/viaf/19688718/,19688718,"Averroës, 1126-1198",none,none,none,none,none,none,Commentaria ,none,none,none,none,n.a,none,n.a.,none,n.a.,none,stoa0045b-stoa001,no,,,
http://errol.oclc.org/laf/n81-7446.html,n81-7446,Avianus,none,R. Festus Avienus (seems to be conflated),none,none,Avien.,none,Fabulae,none,Avien. Fab.,none,none,n.a.,PLM Vol 5,yes,Lachm.,no-need to obtain,none,stoa0046-stoa001,yes,,,
http://errol.oclc.org/laf/n81-7446.html,n81-7446,Avianus,none,none,none,none,none,none,Apologi,none,none,none,none,n.a.,Frohner 1862,no,none,n.a,none,stoa0046-stoa002,no,,,
http://viaf.org/viaf/89770781,89770781,"Avicenna, 980-1037",none,none,none,none,none,none,Opera Philosophica,none,none,none,none,none,none,n.a.,none,n.a.,none,"stoa0046a-stoa001
",no,,,
http://errol.oclc.org/laf/n82-144559.html,n82-144559,"Avienus, Rufius Festus",none,R. Festus Avienus,none,none,Avien.,none,Carmen ad Flavianum,none,Avien. Carm.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa001,no,,,
http://errol.oclc.org/laf/n82-144559.html,n82-144559,"Avienus, Rufius Festus",none,R. Festus Avienus,none,none,Avien.,none,Carmen ad Nortiam,none,Avien. Carm.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa002,yes,,,
http://errol.oclc.org/laf/n82-144559.html,n82-144559,"Avienus, Rufius Festus",none,R. Festus Avienus,none,none,Avien.,none,Descriptio Orbis Terrae (Periegesis),none,Avien. Descr. Orb. / Avien. Orb. Terr. / Avien. Descr. Orbis. / Avien. Perieg. / Avien. Per.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa004,yes,,"Only Specific edition listed is PLM-Wernsdorf, (Avien. Descr. Orb. Terr. 1080; cf. Wernsdorf poet. Lat. Min. V. p. 1103-- (or P.L.M. Wernsdorf, Vol 5, in Avienus)",http://books.google.com/books?id=mGEXAAAAYAAJ
http://errol.oclc.org/laf/n82-144559.html,n82-144559,"Avienus, Rufius Festus",none,R. Festus Avienus,none,none,Avien.,none,Ora Maritima,none,Avien. Or. Mar. / Avien. Marit.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa003,yes,,,
http://errol.oclc.org/laf/n82-144559.html,n82-144559,"Avienus, Rufius Festus",none,R. Festus Avienus,none,none,Avien.,none,Aratea,none,Avien. Ar. /Avien.Arat. / Avien. Phaen. Arat. / Avien. Progn. Arat. / Avien. Phaen. / Avien. Prognost.  / Avien. Progn.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa005,yes,,Created a STOA identifer for this work,
http://errol.oclc.org/laf/n85-289308.html,n85-289308,"Avitus, Saint, Bishop of Vienne ",none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Epistulae,none,Alcim. Ep. / Alcim. Avit. ad Sor?,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa002,no,,Created a STOA identifier for this author/work,
http://errol.oclc.org/laf/n85-289308.html,n85-289308,"Avitus, Saint, Bishop of Vienne ",none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Homilia de Rogationibus,none,Alcim. Avit. Homil. / Alcim. Homil. ,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa003,no,,Created a STOA identifier for this author/work,
http://errol.oclc.org/laf/n85-289308.html,n85-289308,"Avitus, Saint, Bishop of Vienne ",none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententiae ex Epistola Beati Pauli,none,Alcim. Sent.,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa004,no,,Created a STOA identifier for this author/work,
http://errol.oclc.org/laf/n85-289308.html,n85-289308,"Avitus, Saint, Bishop of Vienne ",none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Carmina,none,Alcim. Carm. ,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa001,no,,Created a STOA identifier for this author/work,
http://viaf.org/viaf/305392563,305392563,Avitus Gallonius,none,none,none,none,none,none,Allocutio Sponsalis,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047b-stoa001,no,,,
http://viaf.org/viaf/52080947,52080947,Avitus Presbyter,none,none,none,none,none,none,Epistola Ad Palchonium De Reliquiis Sancti Stephani ,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047c-stoa001,no,,,
http://viaf.org/viaf/88663747,88663747,Bachiarius,none,none,none,none,none,none,Liber De Reparatione Lapsi,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047d-stoa001,yes,,,
http://viaf.org/viaf/88663747,88663747,Bachiarius,none,none,none,none,none,none,Professio Fidei,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047d-stoa002,yes,,,
http://viaf.org/viaf/31992319,31992319,"Bacon, Francis",none,none,none,none,none,none,Historia Regni Henrici Septimi,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048-stoa001,no,,,
http://viaf.org/viaf/31992319,31992319,"Bacon, Francis",none,none,none,none,none,none,Novum Organum,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048-stoa002,no,,,
http://viaf.org/viaf/120688673,120688673,"Bacon, Roger 1214?-1294",none,none,none,none,none,none,Opus Maior,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048b-stoa001,no,,,
http://viaf.org/viaf/50295884,50295884,"Baebius Macer, Marcus",none,none,none,none,none,none,Fragmenta,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048c-stoa001,yes,,,
,,Balbillus,,,,,,,,,,,,,,,,,,stoa0048d-stoa001,,,,
http://errol.oclc.org/laf/n86-2525.html,n86-2525,"Balbus, Lucius Cornelius.",L. Cornelius Balbus ,none,none,BALB.,none,none,Epistulae?,BALB. Att. 9. 13a. 2 ,none,none,Purser OCT 1903,yes,,,none,n.a.,474.57,stoa0087-stoa024,yes,,,
http://errol.oclc.org/laf/n86-2525.html,n86-2525,"Balbus, Lucius Cornelius.",L. Cornelius Balbus ,none,none,BALB.,none,none,Fragmenta,none,none,none,none,n.a.,none,na.,none,n.a.,none,stoa0049a-stoa001,yes,,,
http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0104:entry=herennius-bio-13,none,none,none,none,"Balbus, Lucius Herennius",none,none,none,Oratio,none,none,none,none,n.a.,none,n.a.,none,n.a.,423.1,none,no,,,
http://errol.oclc.org/laf/nr95-39359.html,nr95-39358,"Balbus, fl. 81-106",Balbus ,Balbus,Balbus,BALB.,none,none,Expositio et Ratio Omnium Formarum,BALB. grom. p. 108La ,"Balb., Balb. de Limit.",none,"Lachmann, etc. Berlin 1848 (Die Schriften der römischen Feldmesser, Vol 1-2)",no-need to obtain,same as OLD,same as OLD,same as OLD,same as OLD,1227.1,stoa0049-stoa001,no,,,
http://viaf.org/viaf/44692238/,44692238,"Balbus, T. Ampius",none,none,none,none,none,none,Fragmenta,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0049b-stoa001,no,,,
http://viaf.org/viaf/36914132/,36914132,"Balde, Jakob",none,none,none,none,none,none,Lyricorum,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0049c-stoa001,no,,,
http://viaf.org/viaf/219444609,219444609,Baldo,none,none,none,none,none,none,Novus Aesopus,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0050-stoa001,no,,,
http://viaf.org/viaf/27059664,27059664,"Baptista, Mantuanus, 1448-1516",none,none,none,none,none,none,Eclogue,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0050a-stoa001,no,,,
http://viaf.org/viaf/30425,30425,"Barclay, John, 1582-1621",none,none,none,none,none,none,Argenis,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0051-stoa001,no,,,
http://viaf.org/viaf/281779527/,28177952,"Bartolomaeus Lochiensis (Barthélemy, Nicolas, 1478-approximately 1535
)               ",none,none,none,none,none,none,Christus Xilonicus,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0052-stoa001,no,,,
n.a.,n.a.,n.a.,see BALB.(1)/OPP.1,none,none,BALB. OPP.,none,none,?,BALB. OPP. Att. 9. 7a. 2 ,none,none,Purser OCT 1903,yes,,,none,n.a.,474.57,stoa0087-stoa024,uncertain,,,
http://errol.oclc.org/laf/nr95-16321.html,nr95-16321,Gavius Bassus,Gauius Bassus ,none,Gavius Bassus,BAS.  ,Gav. Bas.,none,De Origine Vocabulorum; frr.,BAS. gram. 10 ,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes-Google has scanned,,,none,n.a.,413.1,none,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Carmina,BAS. poet. 10 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,yes,812.1,none,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Metris Fragmentum,none,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes,same as OLD,yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.2,stoa0071-stoa001,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Metris Horatii [sp.],none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.3,none,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Breviatio Pedum [sp.],none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.4,none,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Compositionibus [sp.],none,none,none,n.a.,na..a,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.5,none,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Genera Versuum (sp. ),none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.6,none ,yes,,,
http://errol.oclc.org/laf/nr90-2081.html,nr90-2081,"Caesius Bassus, 1st cent",Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Poeticae Species Lat. (sp.),none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.7,none,no,,,
,,"Bebel, Heinrich",,,,,,,,,,,,,,,,,,stoa0053-stoa001,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Orthographia,none,Beda Orth.,none,none,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0054-stoa001,no,,"At some point if we go further into Latin, the identifiers for Bede will need to be revisited as the works we have our from our one volume scan from the Patrollogia Latina.",
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Locis Santis,none,none,none,none,n.a.,none,yes,none,n.a.,none,stoa0054-stoa001a,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Metrica,none,Bed. De Metris,none,none,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0054-stoa001b,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Hymni Tredecim,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa002,no,,Includes work De temporum ratione,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Elementa philosophiae,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa003,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Epistola ad Albium / Epistolae,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa004,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Epistola ad Ecgbertum episcopum,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa005,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Historia Ecclesiastica,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa006,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Proverbia/Homiliae,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa007,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Vita sancti Cuthberti,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa008,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Vita sanctorum abbatum,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa009,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Temporibus,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa010,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Rerum Natura,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa011,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Beati Felicis Confessoris,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa012,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Carmina Dubia,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa013,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Meditatione Passionis Christi Per Septem Diei Horas Libellus,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa014,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Officiis Libellus,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa015,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Remediis Peccatorum,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa016,no,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Schematibus Et Tropi,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa017,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,De Septem Verbis Christi in Cruce,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa018,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,"Excerpta ex Patribus, Collectanea",none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa019,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Libellum Precum,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa020,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Martyrologia,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa021,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Martyrologium Poeticum,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa022,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Sex Formulae Orationes,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa023,,,,
http://errol.oclc.org/laf/n80-39744.html,n80-39744,"Bede, the Venerable, Saint, 673-735",none,none (not in list),none,none,Bed. / Beda,none,Tres Orationes,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa024,,,,
http://id.loc.gov/authorities/names/n79034826,n79-34826,"Benedict, Saint, Abbot of Monte Cassino",none,none,none,none,none,none,Benedicti Regula,none,none,none,none,n.a.,Wolfflin 1895,no-need to obtain,none,n.a.,none,stoa0055-stoa001,no,,,
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,De Consolatione / De consolatione philosophiae,none,Boëth. Consol. Phil. /Boëth. Cons. Phil.,none,none,n.a.,Peiper 1871; Migne 63,yes,"Peiper 1871 (Harper), Obbar.",no-need to obtain,none,stoa0058-stoa001,yes,,,
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,De Institutione Musica,none,Boëth. Mus. /  Boëth. Inst. Music. / Boëth. de Music,none,none,n.a.,Freidlein 1867; Migne 63,yes,Migne (Patrologia Latina); Basel (1570); Friedlein,no-need to obtain,none,stoa0058-stoa002,yes,,"commensuratus;Boëth. 1 Mus. 29, p. 1084.",
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,Quomodo Substantiae in Eo Quod Sint Bonae Sint Cum Non Sint Substanialia Bona ,none,none,none,none,n.a.,Peiper 1871,yes,Migne (Patrologia Latina); Basel (1570),no-need to obtain,none,stoa0058-stoa003,yes,,"This is one of several texts published in Loeb under ""Theological Tractates"" or ""Opuscula Sacra"" in Latin",
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,Analyticorum Aristotelis Posteriorum (Analytica),none,Boëth. Anal. / Boëth. Arist. Anal.  /Boëth. Aristot. Anal. / Boëth. Arist. Anal. Post /  Analyt. Post.,none,none,n.a.,Migne 64,no-need to obtain,Migne (Patrologia Latina); Basel (1570),no-need to obtain,none,stoa0058-stoa004,no,,,
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,Analyticorum Aristotelis Priorum  (Analytica),none,Boëth. Anal. / Boëth. Arist. Anal.  / Boëth. Aristot. Anal. / Analyt. Prior.,none,none,n.a.,Migne 64,no-need to obtain,Migne (Patrologia Latina); Basel (1570),no-need to obtain,none,stoa0058-stoa005,no,,,
http://errol.oclc.org/laf/n79-29805.html,n79-29805,"Boethius, d. 524",none,Anicius Man. Torq. Severinus Boetius (Boethius),none,none,Boëth. (Boeth.),none,Brevis Fidei Christianae Complexio (De Fide Catholica),none,none,none,none,n.a.,Peiper 1871,yes,Migne (Patrologia Latina); Basel (1570),no-need to obtain,none,stoa0058-stoa006,yes,,"This is one of several texts published in Loeb under ""Theological Tractates"" or ""Opuscula Sacra"" in Latin",
